,Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
12679,Mercury Meltdown,PSP,2006.0,Action,0.06,78.0,36.0,7.8,8.0,E
12680,Exist Archive: The Other Side of the Sky,PSV,2015.0,Role-Playing,0.06,71.0,8.0,8.3,12.0,T
12681,Zoo Tycoon 2,PC,2004.0,Strategy,0.06,72.0,34.0,8.1,43.0,E
12682,Broken Helix,PS,1997.0,Action,0.06,,,,,
12683,Crazy Chicken: Pharaoh's Treasure,DS,2007.0,Puzzle,0.06,,,,,
12684,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010.0,Role-Playing,0.06,,,,,
12685,Brave: A Warrior's Tale,X360,2009.0,Action,0.06,42.0,17.0,5.0,4.0,E10+
12686,Myst III: Exile,XB,2002.0,Adventure,0.06,55.0,11.0,7.13,,E
12687,Hajime no Ippo Portable: Victorious Spirits,PSP,2007.0,Fighting,0.06,,,,,
12688,CMT Presents: Karaoke Revolution Country,PS2,2006.0,Misc,0.06,71.0,24.0,7.13,,E10+
12689,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007.0,Fighting,0.06,,,,,
12690,Rooms: The Main Building,Wii,2010.0,Adventure,0.06,60.0,8.0,7.13,,E
12691,Brave: A Warrior's Tale,Wii,2009.0,Action,0.06,48.0,13.0,7.13,,E10+
12692,Jumble Madness,DS,2009.0,Puzzle,0.06,,,7.13,,E10+
12693,Brain Quest: Grades 3 & 4,DS,2008.0,Misc,0.06,,,,,
12694,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,0.06,,,,,
12695,Vitamin X to Z,PSP,2011.0,Adventure,0.06,,,,,
12696,Fatal Frame,XB,2002.0,Action,0.06,77.0,17.0,8.6,16.0,T
12697,Urban Chaos: Riot Response,PS2,2006.0,Shooter,0.06,73.0,35.0,7.8,24.0,M
12698,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,0.06,44.0,8.0,4.6,41.0,T
12699,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009.0,Misc,0.06,,,,,
12700,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991.0,Action,0.06,,,,,
12701,Ivy the Kiwi?,Wii,2010.0,Puzzle,0.06,74.0,30.0,7.2,12.0,E
12702,Resident Evil 2,GC,2003.0,Action,0.06,59.0,15.0,8.5,31.0,M
12703,Honeycomb Beat,DS,2006.0,Puzzle,0.06,61.0,28.0,7.13,,E
12704,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,0.06,,,,,
12705,Minna no Sukkiri,PSP,2009.0,Sports,0.06,,,,,
12706,Catwoman,XB,2004.0,Action,0.06,45.0,33.0,4.6,5.0,T
12707,Aquarium by DS,DS,2008.0,Simulation,0.06,,,7.13,,
12708,Winter Sports 2: The Next Challenge,DS,2008.0,Sports,0.06,,,7.13,,E
12709,Chaos Rings III,PSV,2014.0,Role-Playing,0.06,,,,,
12710,Top Gun: Hard Lock,X360,2012.0,Action,0.06,54.0,8.0,3.5,16.0,T
12711,Kamen Rider: Battride War Genesis,PS4,2016.0,Action,0.06,,,,,
12712,Warriors Orochi 2,X360,2008.0,Action,0.06,44.0,28.0,8.1,15.0,T
12713,Mana Khemia: Alchemists of Al-Revis,PS2,2007.0,Role-Playing,0.06,69.0,20.0,7.5,41.0,E10+
12714,Burning Rangers,SAT,1998.0,Platform,0.06,,,,,
12715,Flip's Twisted World,Wii,,Platform,0.06,47.0,7.0,7.13,,E
12716,Street Fighter V,PC,2016.0,Fighting,0.06,74.0,33.0,2.9,431.0,T
12717,The Amazing Spider-Man 2 (2014),WiiU,2014.0,Action,0.06,,,,,
12718,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010.0,Action,0.06,,,,,
12719,Samurai Warriors 4: Empires,PS3,2015.0,Action,0.06,,,7.13,,T
12720,Interplay Sports Baseball 2000,PS,1999.0,Sports,0.06,,,,,
12721,Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,0.06,71.0,12.0,9.0,9.0,E
12722,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992.0,Fighting,0.06,,,,,
12723,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002.0,Sports,0.06,,,,,
12724,MX vs. ATV Supercross Encore,PS4,2015.0,Sports,0.06,42.0,8.0,4.1,9.0,E
12725,Gun Showdown,PSP,2006.0,Action,0.06,73.0,41.0,7.6,9.0,M
12726,Terminator 3: Rise of the Machines,GBA,2003.0,Action,0.06,50.0,15.0,7.13,,T
12727,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006.0,Misc,0.06,,,,,
12728,G1 Jockey 2,PS2,2000.0,Sports,0.06,,,,,
12729,Tiger Woods PGA Tour 08,DS,2007.0,Sports,0.06,81.0,10.0,7.6,8.0,E
12730,Mobile Ops: The One Year War,X360,,Simulation,0.06,,,,,
12731,Constantine,XB,2005.0,Action,0.06,60.0,31.0,7.1,17.0,M
12732,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,0.06,64.0,8.0,7.1,7.0,M
12733,Senritsu no Stratus,PSP,2011.0,Role-Playing,0.06,,,,,
12734,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,0.06,,,,,
12735,Gormiti: The Lords of Nature!,DS,2010.0,Adventure,0.06,,,,,
12736,Monkey Island: Special Edition Collection,X360,2011.0,Adventure,0.06,,,,,
12737,Samurai Shodown Anthology,Wii,2008.0,Fighting,0.06,74.0,6.0,8.2,5.0,T
12738,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,0.06,82.0,44.0,8.4,1088.0,M
12739,Nanostray,DS,2005.0,Shooter,0.06,71.0,43.0,7.7,19.0,E
12740,Wantame Fortune Channel,DS,2007.0,Misc,0.06,,,,,
12741,Atari's Greatest Hits: Volume 2,DS,2011.0,Misc,0.06,,,,,
12742,Evangelion: Jo,PSP,2009.0,Action,0.06,,,,,
12743,Bleach: Blade Battlers 2nd,PS2,2007.0,Fighting,0.06,,,,,
12744,Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,0.06,59.0,21.0,8.4,10.0,T
12745,Men in Black The Series: Crashdown,PS,2001.0,Shooter,0.06,,,,,
12746,Kamen Rider Kabuto,PS2,2006.0,Action,0.06,,,,,
12747,Tropico 5,X360,2014.0,Simulation,0.06,71.0,4.0,7.2,9.0,T
12748,Winx Club: Quest for the Codex,DS,2006.0,Action,0.06,,,6.8,6.0,E
12749,Zero Divide,PS,1995.0,Fighting,0.06,,,,,
12750,FIFA Street,GC,2005.0,Sports,0.06,,,,,
12751,Tsugunai: Atonement,PS2,2001.0,Role-Playing,0.06,67.0,13.0,7.13,,T
12752,Rugby World Cup 2015,PS4,2015.0,Sports,0.06,25.0,6.0,1.9,39.0,E
12753,Real Soccer 2009,DS,2008.0,Sports,0.06,70.0,7.0,7.13,,E
12754,Lost Kingdoms II,GC,2003.0,Role-Playing,0.06,68.0,25.0,9.1,14.0,T
12755,Aggressive Inline,GC,2002.0,Sports,0.06,88.0,16.0,7.8,5.0,T
12756,Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,0.06,62.0,27.0,6.9,8.0,T
12757,ZombiU,PS4,2016.0,Action,0.06,,,,,
12758,Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,0.06,60.0,33.0,6.9,16.0,E10+
12759,Hakuoki: Stories of the Shinsengumi,PS3,2010.0,Adventure,0.06,,,6.5,10.0,M
12760,X-Men: Destiny,DS,2011.0,Action,0.06,33.0,6.0,5.6,7.0,E10+
12761,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007.0,Role-Playing,0.06,,,,,
12762,Rugby World Cup 2015,PS3,2015.0,Sports,0.06,,,7.13,,E
12763,The Sims 2: University,PC,2005.0,Simulation,0.06,81.0,31.0,7.8,49.0,T
12764,Pheasants Forever Wingshooter,Wii,2010.0,Shooter,0.06,,,7.13,,T
12765,Generation of Chaos,PSP,2005.0,Role-Playing,0.06,60.0,29.0,7.7,18.0,T
12766,Pro Yaky? Spirits 2012,PSV,2012.0,Sports,0.06,,,,,
12767,SD Gundam G Generation Wars,Wii,2009.0,Strategy,0.06,,,,,
12768,Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,0.06,,,,,
12769,Pump It Up: Exceed,PS2,2005.0,Misc,0.06,73.0,28.0,8.4,11.0,T
12770,World Championship Athletics,Wii,2009.0,Sports,0.06,,,7.13,,E
12771,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,0.06,,,,,
12772,Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,0.06,64.0,11.0,6.4,17.0,T
12773,Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,0.06,58.0,17.0,7.13,,T
12774,MotorStorm RC,PSV,2012.0,Racing,0.06,78.0,39.0,6.8,123.0,E
12775,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007.0,Misc,0.06,,,,,
12776,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,0.06,,,,,
12777,Dr. Muto,XB,2002.0,Platform,0.06,70.0,13.0,7.13,,T
12778,Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,0.06,65.0,11.0,7.8,76.0,E
12779,Girls RPG: Cinderellife,3DS,2012.0,Role-Playing,0.06,,,,,
12780,Tom Clancy's Rainbow Six: Critical Hour,XB,,Shooter,0.06,54.0,10.0,3.6,14.0,M
12781,Scrabble Blast!,GBA,2005.0,Misc,0.06,,,,,
12782,Scurge: Hive,DS,2006.0,Action,0.06,70.0,29.0,8.6,5.0,E10+
12783,Fate/Stay Night [Réalta Nua],PSV,2012.0,Adventure,0.06,,,,,
12784,Remember Me,PC,2013.0,Action,0.06,65.0,26.0,7.4,1007.0,M
12785,Gintama no Sugoroku,PSP,2013.0,Action,0.06,,,,,
12786,The Lord of the Rings: Aragorn's Quest,PS2,2010.0,Action,0.06,,,7.13,,E10+
12787,Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,0.06,,,,,
12788,Myst,SAT,1994.0,Adventure,0.06,,,,,
12789,Miracle Girls Festival,PSV,2015.0,Misc,0.06,,,,,
12790,Toaru Kagaku no Chou Denjihou,PSP,2011.0,Adventure,0.06,,,,,
12791,Starwinder: The Ultimate Space Race,PS,1996.0,Racing,0.06,,,,,
12792,Challenge Me: Brain Puzzles 2,Wii,2010.0,Puzzle,0.06,,,7.13,,E
12793,Angelique Trois,PS2,2000.0,Adventure,0.06,,,,,
12794,Zendoku,DS,2007.0,Puzzle,0.06,68.0,13.0,7.13,,E
12795,Dance Dance Revolution: Mario Mix (JP sales),GC,2005.0,Simulation,0.06,,,,,
12796,Winx Club: Mission Enchantix,DS,2008.0,Adventure,0.06,,,7.13,,E
12797,FIFA Soccer 06,DS,2005.0,Sports,0.06,,,,,
12798,A-Train 6,PS2,2000.0,Strategy,0.06,,,,,
12799,Meitantei Conan: Tantei Ryoku Trainer,DS,2007.0,Misc,0.06,,,,,
12800,MotoGP,GBA,2002.0,Racing,0.06,67.0,11.0,7.13,,E
12801,Dino Pets,DS,2009.0,Simulation,0.06,,,7.13,,E
12802,ESPN International Winter Sports 2002,PS2,2002.0,Sports,0.06,62.0,13.0,7.13,,E
12803,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009.0,Sports,0.06,,,,,
12804,KimiKiss (ebKore+),PS2,2008.0,Adventure,0.06,,,,,
12805,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,0.06,,,,,
12806,Gold and Glory: The Road to El Dorado,PS,2000.0,Adventure,0.06,34.0,4.0,7.13,,E
12807,Choro Q Marine: Q Boat,PS,1998.0,Racing,0.06,,,,,
12808,NBA Live 07,XB,2006.0,Sports,0.06,69.0,14.0,6.8,13.0,E
12809,Caligula,PSV,2016.0,Role-Playing,0.06,,,,,
12810,BattleBots: Beyond the BattleBox,GBA,2002.0,Action,0.06,53.0,7.0,7.13,,E
12811,Yuugen Gaisha Brave Company,3DS,2011.0,Strategy,0.06,,,,,
12812,Diva Girls: Divas on Ice,DS,2009.0,Sports,0.06,,,7.13,,E
12813,Handball 16,PS4,2015.0,Sports,0.06,,,3.0,4.0,E
12814,Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,0.06,,,,,
12815,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,0.06,37.0,6.0,7.13,,E
12816,Dreamer Series: Babysitter,DS,2009.0,Simulation,0.06,,,7.13,,E
12817,Samurai Warriors 4: Empires,PSV,2015.0,Action,0.06,,,7.13,,T
12818,Ride to Hell,X360,2013.0,Racing,0.06,19.0,14.0,1.3,433.0,M
12819,The King of Fighters '96,NG,1996.0,Fighting,0.06,,,,,
12820,Nobunaga no Yabou: Souzou,PS4,2014.0,Strategy,0.06,,,,,
12821,Friends: The One with All the Trivia,PS2,2005.0,Misc,0.06,50.0,6.0,7.13,,T
12822,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,0.06,,,,,
12823,Backyard NFL Football '08,PS2,2007.0,Sports,0.06,,,,,
12824,The Saboteur,PC,2009.0,Action,0.06,76.0,20.0,8.0,236.0,M
12825,Gunbird,SAT,1995.0,Shooter,0.06,,,,,
12826,Dream C Club Portable,PSP,2010.0,Simulation,0.06,,,,,
12827,Hail to the Chimp,X360,2008.0,Misc,0.06,52.0,23.0,6.1,7.0,T
12828,Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,0.06,68.0,25.0,8.2,5.0,M
12829,Elemental Gearbolt,PS,1997.0,Shooter,0.06,76.0,11.0,7.13,,T
12830,Rocket League,PC,2016.0,Sports,0.06,86.0,20.0,8.2,580.0,E
12831,Warriors: Legends of Troy,X360,2011.0,Action,0.06,,,,,
12832,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,0.06,,,,,
12833,WWF Wrestlemania: The Arcade Game,PS,1995.0,Fighting,0.06,,,,,
12834,Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,0.06,60.0,10.0,7.13,,E10+
12835,Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,0.06,,,,,
12836,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,0.06,,,,,
12837,Whiplash,XB,2003.0,Racing,0.06,68.0,28.0,7.13,,T
12838,V-Rally 3,PS2,2002.0,Racing,0.06,82.0,10.0,7.4,14.0,E
12839,Pro Yakyuu Famista 2011,3DS,2011.0,Sports,0.06,,,,,
12840,Impact Racing,PS,1996.0,Racing,0.06,,,,,
12841,Mirror's Edge,PC,2009.0,Platform,0.06,81.0,44.0,8.1,1026.0,T
12842,Titan Quest,PC,2006.0,Role-Playing,0.06,77.0,51.0,8.1,387.0,T
12843,Amazing Island,GC,2004.0,Strategy,0.06,59.0,22.0,6.6,7.0,E
12844,Space Chimps,DS,2008.0,Platform,0.06,59.0,5.0,7.13,,E
12845,SeaBlade,XB,2002.0,Shooter,0.06,48.0,11.0,7.13,,T
12846,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,0.06,,,,,
12847,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004.0,Action,0.06,53.0,8.0,7.13,,E
12848,Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,0.06,65.0,18.0,7.9,13.0,T
12849,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,0.06,,,,,
12850,Saki: Zenkoku-hen,PSV,2015.0,Misc,0.06,,,,,
12851,Point Blank DS (US sales),DS,2006.0,Shooter,0.06,,,,,
12852,Ski Region Simulator,PC,2011.0,Simulation,0.06,,,7.13,,
12853,MotoGP 4 - Official Game of MotoGP,PS2,2005.0,Racing,0.06,,,,,
12854,Gothic 3,PC,2006.0,Role-Playing,0.06,63.0,39.0,7.3,519.0,T
12855,Roogoo Twisted Towers,Wii,2009.0,Puzzle,0.05,,,,,
12856,Kyoukai Senjou no Horizon Portable,PSP,2013.0,Adventure,0.05,,,,,
12857,Shining Force III: Scenario 2,SAT,1998.0,Strategy,0.05,,,,,
12858,History Great Empires: Rome,DS,2009.0,Strategy,0.05,42.0,5.0,7.13,,E10+
12859,7 Days to Die,XOne,2016.0,Action,0.05,35.0,17.0,5.2,74.0,M
12860,Chuck E. Cheese's Playhouse,DS,2010.0,Misc,0.05,,,7.13,,E
12861,Worms World Party,GBA,2002.0,Strategy,0.05,75.0,4.0,7.13,,E
12862,Medabots: Metabee,GBA,2002.0,Role-Playing,0.05,,,,,
12863,Alvin and the Chipmunks,Wii,2007.0,Misc,0.05,30.0,4.0,3.6,20.0,E
12864,Final Fight: Streetwise,PS2,2006.0,Action,0.05,43.0,36.0,6.2,11.0,M
12865,Speed Kings,XB,2003.0,Racing,0.05,60.0,16.0,8.8,4.0,E
12866,Rebelstar: Tactical Command,GBA,2005.0,Strategy,0.05,78.0,29.0,9.1,10.0,E10+
12867,F1 2010,PC,2010.0,Racing,0.05,84.0,15.0,6.6,99.0,E
12868,Gladiator: Sword of Vengeance,XB,2003.0,Action,0.05,65.0,25.0,7.1,7.0,M
12869,Minna to Kimi no Piramekino!,DS,2010.0,Misc,0.05,,,,,
12870,Dungeon Keeper 2,PC,1999.0,Action,0.05,,,8.8,100.0,M
12871,Bombastic,PS2,2002.0,Puzzle,0.05,72.0,24.0,7.2,6.0,E
12872,NHL Powerplay 98,PS,1997.0,Sports,0.05,,,,,
12873,My Amusement Park,DS,2010.0,Misc,0.05,,,7.13,,E
12874,Chocolatier,DS,2010.0,Misc,0.05,,,7.13,,E
12875,Kid Fit Island Resort,Wii,2010.0,Sports,0.05,,,7.13,,E
12876,Jewel Link Chronicles: Mountains of Madness,DS,,Puzzle,0.05,,,7.13,,E10+
12877,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,0.05,,,,,
12878,Samurai Dou Portable,PSP,2008.0,Action,0.05,,,,,
12879,Phantasy Star Online Episode I & II Plus,GC,2003.0,Role-Playing,0.05,,,,,
12880,Coraline,Wii,2009.0,Action,0.05,42.0,7.0,5.5,8.0,E10+
12881,Major League Baseball 2K11,PSP,2011.0,Sports,0.05,,,7.13,,E
12882,Front Mission 2089: Border of Madness,DS,2008.0,Strategy,0.05,,,,,
12883,Dual Hearts,PS2,2002.0,Role-Playing,0.05,70.0,17.0,7.13,,E
12884,NFL Quarterback Club 2002,GC,2001.0,Sports,0.05,53.0,10.0,7.13,,E
12885,Xiaolin Showdown,DS,2006.0,Action,0.05,58.0,7.0,7.13,,E
12886,Chaos;Child,PSV,2015.0,Adventure,0.05,,,,,
12887,Hearts of Iron IV,PC,2016.0,Strategy,0.05,83.0,36.0,6.9,306.0,
12888,Wing Commander: Prophecy,GBA,2003.0,Simulation,0.05,70.0,8.0,8.3,7.0,T
12889,Drivers Ed Portable,DS,2008.0,Misc,0.05,,,7.13,,E
12890,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,0.05,69.0,39.0,7.2,31.0,M
12891,"Murder, She Wrote",PC,2009.0,Adventure,0.05,,,7.13,,T
12892,Captain America: Super Soldier,Wii,,Action,0.05,57.0,16.0,6.0,6.0,T
12893,Sega Soccer Slam,XB,2002.0,Sports,0.05,80.0,15.0,8.5,10.0,E
12894,Enemy Front,PS3,2014.0,Shooter,0.05,43.0,12.0,6.0,75.0,M
12895,Hakuouki: Reimeiroku,PS2,2010.0,Adventure,0.05,,,,,
12896,Vertigo,Wii,2009.0,Strategy,0.05,66.0,4.0,7.13,,E
12897,Blood Omen 2,GC,2002.0,Action,0.05,71.0,15.0,7.13,,M
12898,Unsolved Crimes,DS,2008.0,Adventure,0.05,66.0,20.0,7.13,,T
12899,Ghostbusters (2016),PS4,2016.0,Action,0.05,,,,,
12900,Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,0.05,,,,,
12901,Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,0.05,36.0,12.0,7.13,,T
12902,Carve,XB,2004.0,Racing,0.05,64.0,34.0,7.13,,E
12903,BlowOut,XB,2003.0,Shooter,0.05,55.0,11.0,7.13,,T
12904,GunPey,PSP,2006.0,Puzzle,0.05,62.0,24.0,7.13,,E10+
12905,Front Mission Evolved,PC,2010.0,Shooter,0.05,63.0,13.0,5.1,48.0,T
12906,GachiTora! Abarenbou Kyoushi in High School,PSP,2011.0,Action,0.05,,,,,
12907,McDROID,PSP,2011.0,Strategy,0.05,,,,,
12908,Bottom of the 9th '99,PS,1998.0,Sports,0.05,,,,,
12909,WTA Tour Tennis,PS2,2001.0,Sports,0.05,50.0,9.0,7.13,,E
12910,Dynasty Warriors 5,XB,2005.0,Action,0.05,66.0,22.0,8.0,4.0,T
12911,Samurai Warriors 4-II,PSV,2015.0,Action,0.05,,,7.13,,T
12912,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,0.05,,,,,
12913,FIFA Soccer 2003,GBA,2002.0,Sports,0.05,76.0,4.0,7.13,,E
12914,Naval Ops: Commander,PS2,2004.0,Simulation,0.05,65.0,12.0,7.13,,T
12915,The Lost Chronicles of Zerzura,PC,2012.0,Adventure,0.05,76.0,9.0,6.7,15.0,
12916,Adventure Time: Finn & Jake Investigations,XOne,2015.0,Action,0.05,,,,,
12917,4 Elements,PC,2009.0,Puzzle,0.05,,,7.4,19.0,E
12918,Uta no Prince-Sama: Music 3,PSV,2016.0,Action,0.05,,,,,
12919,New Prince of Tennis: Go to the Top,3DS,2015.0,Action,0.05,,,,,
12920,Virtual Villagers: A New Home,DS,2010.0,Simulation,0.05,,,7.13,,E
12921,Batman: A Telltale Game Series,PS3,2016.0,Adventure,0.05,,,,,
12922,Defendin' De Penguin,Wii,2008.0,Strategy,0.05,,,,,
12923,Murdered: Soul Suspect,PC,2014.0,Action,0.05,59.0,22.0,7.4,379.0,M
12924,Activision Hits: Remixed,PSP,2006.0,Misc,0.05,75.0,10.0,7.13,,E
12925,Bleach: Blade Battlers,PS2,2006.0,Fighting,0.05,,,,,
12926,Rez,PS2,2001.0,Shooter,0.05,78.0,34.0,8.3,28.0,E
12927,MLB SlugFest 2006,XB,2006.0,Sports,0.05,59.0,15.0,7.13,,E10+
12928,Goosebumps: The Game,3DS,2015.0,Adventure,0.05,,,7.13,,E10+
12929,Neverland Card Battles,PSP,2008.0,Role-Playing,0.05,57.0,14.0,7.8,12.0,T
12930,Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,0.05,76.0,12.0,8.3,8.0,E
12931,UEFA Euro 2004: Portugal,XB,2004.0,Sports,0.05,74.0,21.0,8.1,9.0,E
12932,Airline Tycoon 2,PC,2011.0,Simulation,0.05,57.0,4.0,5.5,30.0,E
12933,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Misc,0.05,,,,,
12934,Taito Legends Power Up,PSP,2007.0,Action,0.05,41.0,9.0,7.13,,E
12935,Shaman King: Soul Fight,GC,2003.0,Platform,0.05,,,,,
12936,Samurai Deeper Kyo,PS,2002.0,Fighting,0.05,,,,,
12937,Petz Bunnyz Bunch,DS,2011.0,Simulation,0.05,,,7.13,,E
12938,Project Setsuna,PSV,2016.0,Role-Playing,0.05,,,,,
12939,Medabots: Infinity,GC,2003.0,Role-Playing,0.05,51.0,6.0,8.0,7.0,E
12940,MotoGP 15,PS3,2015.0,Racing,0.05,,,7.13,,E10+
12941,Criminal Girls 2,PSV,2015.0,Role-Playing,0.05,,,,,
12942,Omega Labyrinth,PSV,2015.0,Role-Playing,0.05,,,,,
12943,Zapper: One Wicked Cricket!,XB,2002.0,Platform,0.05,,,,,
12944,Jirou Akagawa: Majotachi no Nemuri,SNES,1995.0,Adventure,0.05,,,,,
12945,PopStar Guitar,Wii,2008.0,Misc,0.05,,,7.13,,T
12946,Bust-A-Bloc,PS2,2002.0,Puzzle,0.05,,,,,
12947,Pucca Power Up,DS,2011.0,Platform,0.05,,,7.13,,E
12948,Sitting Ducks,PS2,2003.0,Platform,0.05,,,,,E
12949,Puyo Puyo 7,Wii,2009.0,Puzzle,0.05,,,,,
12950,My Fitness Coach: Club,Wii,2011.0,Sports,0.05,,,,,
12951,IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,0.05,60.0,13.0,7.1,114.0,T
12952,Nobunaga's Ambition: Sphere of Influence,PSV,2014.0,Strategy,0.05,,,,,
12953,NFL Blitz Pro,XB,2003.0,Sports,0.05,71.0,14.0,6.6,8.0,E
12954,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,0.05,,,,,
12955,Mountain Bike Adrenaline,PS2,,Sports,0.05,,,7.13,,E
12956,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,0.05,,,,,
12957,Hi-Octane: The Track Fights Back!,PS,1995.0,Racing,0.05,,,,,
12958,Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,0.05,58.0,24.0,7.5,20.0,E
12959,Death Jr. II: Root of Evil,PSP,2006.0,Platform,0.05,68.0,34.0,7.3,9.0,T
12960,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,0.05,80.0,23.0,8.8,9.0,E
12961,Mighty No. 9,PS4,2016.0,Platform,0.05,52.0,64.0,3.5,282.0,E10+
12962,Touch 'N' Play Collection,DS,2010.0,Misc,0.05,,,7.13,,E
12963,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,0.05,,,,,
12964,Samurai Champloo: Sidetracked,PS2,2006.0,Action,0.05,66.0,26.0,7.2,6.0,T
12965,Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,0.05,43.0,9.0,7.8,110.0,
12966,Drill Dozer,GBA,,Platform,0.05,81.0,34.0,8.3,10.0,E
12967,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action,0.05,,,,,
12968,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,0.05,,,,,
12969,Fatal Fury: Wild Ambition,PS,1999.0,Fighting,0.05,,,,,
12970,Mister Slime,DS,2008.0,Action,0.05,59.0,12.0,7.13,,E
12971,Winning Post 8 ,PS3,2014.0,Racing,0.05,,,,,
12972,Learn Science,DS,2010.0,Misc,0.05,,,7.13,,E
12973,Medal of Honor: Airborne,PC,2007.0,Shooter,0.05,78.0,38.0,7.3,204.0,T
12974,Dengeki Gakuen RPG: Cross of Venus,DS,2009.0,Role-Playing,0.05,,,,,
12975,Judge Dredd,PS,1997.0,Platform,0.05,,,,,
12976,Minna no Ennichi,3DS,2012.0,Action,0.05,,,,,
12977,Domino Rally,Wii,2007.0,Action,0.05,57.0,4.0,7.13,,E
12978,King Arthur,XB,2004.0,Action,0.05,61.0,15.0,7.13,,T
12979,Bass Rise,PS,1999.0,Sports,0.05,,,,,
12980,Dynamite Headdy,GEN,1993.0,Platform,0.05,,,,,
12981,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012.0,Shooter,0.05,,,,,
12982,Arcania: Gothic 4,PS4,2015.0,Role-Playing,0.05,,,,,
12983,Match 3 Madness,DS,2010.0,Puzzle,0.05,,,7.13,,E
12984,Countdown: The Game,Wii,2009.0,Puzzle,0.05,,,,,
12985,Rockin' Pretty,DS,2009.0,Misc,0.05,,,7.13,,E
12986,Men of War: Assault Squad,PC,2011.0,Strategy,0.05,77.0,21.0,8.2,93.0,T
